id,sender_id,receiver_id,amount,start_time,max_fee_limit,end_time,mpp,is_success,no_balance_count,offline_node_count,timeout_exp,attack_delay_total,attack_delay_events,attempts,route,total_fee,attempts_history
84,5037,4547,112999,80614,18446744073709551615,81218,1,1,0,0,0,0,0,2,57740-56103-44540,2002,
85,698,5666,103457,81191,18446744073709551615,81794,0,1,0,0,0,0,0,1,3636-45228-56205,1104,"[{""attempts"":1,""is_succeeded"":1,""end_time"":81794,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":3636,""from_node_id"":698,""to_node_id"":2,""sent_amt"":104561,""edge_cap"":13217046,""channel_cap"":306395000,""group_cap"":null,""channel_update"":306395000},{""edge_id"":45228,""from_node_id"":2,""to_node_id"":2761,""sent_amt"":104457,""edge_cap"":4776253,""channel_cap"":300000000,""group_cap"":null,""channel_update"":300000000},{""edge_id"":56205,""from_node_id"":2761,""to_node_id"":5666,""sent_amt"":103457,""edge_cap"":18775881,""channel_cap"":20000000,""group_cap"":null,""channel_update"":20000000}]}]"
86,5729,335,131971,81743,18446744073709551615,84944,1,0,0,1,0,0,0,3,56851-53009-2688,2424,
87,5003,2527,102983,82127,18446744073709551615,86132,1,1,0,1,0,0,0,3,49583-52992-15568-20939,2420,
88,3682,3102,91145,82810,18446744073709551615,83410,0,1,0,0,0,0,0,1,32426-9658-26944,2,"[{""attempts"":1,""is_succeeded"":1,""end_time"":83410,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":32426,""from_node_id"":3682,""to_node_id"":349,""sent_amt"":91147,""edge_cap"":148166508,""channel_cap"":2000000000,""group_cap"":null,""channel_update"":2000000000},{""edge_id"":9658,""from_node_id"":349,""to_node_id"":1474,""sent_amt"":91146,""edge_cap"":686812545,""channel_cap"":10000000000,""group_cap"":null,""channel_update"":10000000000},{""edge_id"":26944,""from_node_id"":1474,""to_node_id"":3102,""sent_amt"":91145,""edge_cap"":144695385,""channel_cap"":5000000000,""group_cap"":null,""channel_update"":5000000000}]}]"
89,1117,1936,98295,84764,18446744073709551615,88768,1,1,0,1,0,0,0,3,7005-39418-1310-14767,6,
90,2695,3264,108884,85395,18446744073709551615,88597,1,0,0,1,0,0,0,3,22652-3857-28382,2,
91,3322,4172,116711,86093,18446744073709551615,89296,1,0,0,2,0,0,0,4,28803-52991-53294,2420,
92,755,338,93270,86631,18446744073709551615,87236,0,1,0,0,0,0,0,1,19606-1207-1195,2,"[{""attempts"":1,""is_succeeded"":1,""end_time"":87236,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":19606,""from_node_id"":755,""to_node_id"":340,""sent_amt"":93272,""edge_cap"":812853,""channel_cap"":175635000,""group_cap"":null,""channel_update"":175635000},{""edge_id"":1207,""from_node_id"":340,""to_node_id"":332,""sent_amt"":93271,""edge_cap"":8555330705,""channel_cap"":9000000000,""group_cap"":null,""channel_update"":9000000000},{""edge_id"":1195,""from_node_id"":332,""to_node_id"":338,""sent_amt"":93270,""edge_cap"":833458647,""channel_cap"":900000000,""group_cap"":null,""channel_update"":900000000}]}]"
93,2939,1037,97158,87679,18446744073709551615,88281,0,1,0,0,0,0,0,1,25364-23119-6246,2166,"[{""attempts"":1,""is_succeeded"":1,""end_time"":88281,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":25364,""from_node_id"":2939,""to_node_id"":77,""sent_amt"":99324,""edge_cap"":2943194,""channel_cap"":56622000,""group_cap"":null,""channel_update"":56622000},{""edge_id"":23119,""from_node_id"":77,""to_node_id"":54,""sent_amt"":98158,""edge_cap"":3015706440,""channel_cap"":3027640000,""group_cap"":null,""channel_update"":3027640000},{""edge_id"":6246,""from_node_id"":54,""to_node_id"":1037,""sent_amt"":97158,""edge_cap"":2865031,""channel_cap"":55555000,""group_cap"":null,""channel_update"":55555000}]}]"
94,2703,3191,105057,87926,18446744073709551615,88529,0,1,0,0,0,0,0,1,22798-2158-27773,2,"[{""attempts"":1,""is_succeeded"":1,""end_time"":88529,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":22798,""from_node_id"":2703,""to_node_id"":326,""sent_amt"":105059,""edge_cap"":50018639,""channel_cap"":8000000000,""group_cap"":null,""channel_update"":8000000000},{""edge_id"":2158,""from_node_id"":326,""to_node_id"":130,""sent_amt"":105058,""edge_cap"":193239226,""channel_cap"":3000000000,""group_cap"":null,""channel_update"":3000000000},{""edge_id"":27773,""from_node_id"":130,""to_node_id"":3191,""sent_amt"":105057,""edge_cap"":56092191,""channel_cap"":60000000,""group_cap"":null,""channel_update"":60000000}]}]"
95,1882,5632,92959,89274,18446744073709551615,92676,1,0,0,1,0,0,0,3,14311-52728-48359-55704,4000,
96,2056,1253,97201,89510,18446744073709551615,90114,1,1,0,0,0,0,0,2,16029-5837-7752,2,
97,3116,5055,91433,89876,18446744073709551615,93883,1,1,0,2,0,0,0,4,27103-9368-45228-49885,4092,
98,480,2493,118840,90109,18446744073709551615,90710,1,1,0,0,0,0,0,2,2377-1572-20571,4,
99,5334,4001,87144,92035,18446744073709551615,92635,0,1,0,0,0,0,0,1,55171-46178-36888,70426,"[{""attempts"":1,""is_succeeded"":1,""end_time"":92635,""error_edge"":0,""error_type"":0,""route"":[{""edge_id"":55171,""from_node_id"":5334,""to_node_id"":4100,""sent_amt"":157570,""edge_cap"":450379357,""channel_cap"":500000000,""group_cap"":null,""channel_update"":500000000},{""edge_id"":46178,""from_node_id"":4100,""to_node_id"":520,""sent_amt"":156570,""edge_cap"":12195280,""channel_cap"":666666000,""group_cap"":null,""channel_update"":666666000},{""edge_id"":36888,""from_node_id"":520,""to_node_id"":4001,""sent_amt"":87144,""edge_cap"":6148412,""channel_cap"":100000000,""group_cap"":null,""channel_update"":100000000}]}]"
